date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:24:44	2584/2584	---M-Z	200	added ('OK')	text/css	etag:%2211d4b8593d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/css/web/theme_blue.css	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/css/web/theme_blue.css	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:45	1976/1976	---M-Z	200	added ('OK')	text/css	etag:%22111ed6603d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/gritter/css/jquery.gritter.css	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/plugins/gritter/css/jquery.gritter.css	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:45	6143/6143	---M-Z	200	added ('OK')	text/css	etag:%2209a22fe3c65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/portal.css	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/portal.css	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:45	6057/6057	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Jan%202025%2020:24:42%20GMT	https://www.csj.gov.py/informesjudiciales/Comun/Login.aspx	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Comun/Login.html	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:46	15922/15922	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Jan%202025%2020:24:42%20GMT	https://www.csj.gov.py/informesjudiciales/acordada.aspx	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/acordada.html	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:46	21290/21290	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20Jan%202025%2020:24:43%20GMT	https://www.csj.gov.py/informesjudiciales/default.aspx	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/default.html	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:46	16289/16289	---M--	200	added ('OK')	image/png	etag:%2233a869b787ad81:0%22	https://www.csj.gov.py/informesjudiciales/Content/logo-csj.png	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/logo-csj.png	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:47	46660/46660	---M--	200	added ('OK')	image/png	etag:%2251af9efe3c65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/logo-csj-compromiso.png	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/logo-csj-compromiso.png	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:47	247387/247387	---M-Z	200	added ('OK')	application/javascript	etag:%228027873b3d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Scripts/jquery-2.1.3.js	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Scripts/jquery-2.1.3.js	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:47	67546/67546	---M-Z	200	added ('OK')	application/javascript	etag:%22091ee3a3d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Scripts/bootstrap.js	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Scripts/bootstrap.js	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:47	21840/21840	---M-Z	200	added ('OK')	application/javascript	etag:%228040195e3d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/jquery.transit/jquery.transit.js	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/plugins/jquery.transit/jquery.transit.js	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:48	1504/1504	---M-Z	200	added ('OK')	application/javascript	etag:%2241de2623d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/hover-dropdown/twitter-bootstrap-hover-dropdown.min.js	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/plugins/hover-dropdown/twitter-bootstrap-hover-dropdown.min.js	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:48	2417/2417	---M-Z	200	added ('OK')	application/javascript	etag:%22c1e452723d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/jquery.appear/jquery.appear.js	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/plugins/jquery.appear/jquery.appear.js	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:48	19909/19909	---M-Z	200	added ('OK')	application/javascript	etag:%220c312803d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/blockUI/jquery.blockUI.js	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/plugins/blockUI/jquery.blockUI.js	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:49	64381/64381	---M-Z	200	added ('OK')	application/javascript	etag:%220f043813d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/revolution_slider/rs-plugin/js/jquery.themepunch.plugins.min.js	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/plugins/revolution_slider/rs-plugin/js/jquery.themepunch.plugins.min.js	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:49	81121/81121	---M-Z	200	added ('OK')	application/javascript	etag:%220f043813d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/revolution_slider/rs-plugin/js/jquery.themepunch.revolution.min.js	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/plugins/revolution_slider/rs-plugin/js/jquery.themepunch.revolution.min.js	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:49	4312/4312	---M-Z	200	added ('OK')	application/javascript	etag:%22809a7b603d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/gritter/js/jquery.gritter.min.js	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/plugins/gritter/js/jquery.gritter.min.js	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:49	3065/3065	---M-Z	200	added ('OK')	application/javascript	etag:%22802c7a7f3d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/jquery-cookie/jquery.cookie.js	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/plugins/jquery-cookie/jquery.cookie.js	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:50	17791/17791	---M-Z	200	added ('OK')	application/javascript	etag:%2201d75823d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/js/web/main.js	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/js/web/main.js	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:50	2222/2222	---M-Z	200	added ('OK')	application/javascript	etag:%22a131e8823d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/js/web/index.js	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/js/web/index.js	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:50	21068/21068	---M-Z	200	added ('OK')	application/javascript	etag:%22023ed593d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/jquery-validation/dist/jquery.validate.min.js	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/plugins/jquery-validation/dist/jquery.validate.min.js	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:51	18651/18651	---M-Z	200	added ('OK')	application/javascript	etag:%2280b6c96e3d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/jQuery-Smart-Wizard/js/jquery.smartWizard.js	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/plugins/jQuery-Smart-Wizard/js/jquery.smartWizard.js	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:51	14967/14967	---M-Z	200	added ('OK')	application/javascript	etag:%22802fb11287a9d71:0%22	https://www.csj.gov.py/informesjudiciales/Scripts/Informe-Judicial.js	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Scripts/Informe-Judicial.js	(from https://www.csj.gov.py/informesjudiciales/verificador.aspx?code=38749404J)
17:24:52	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2217a14183d65d31:0%22	https://www.csj.gov.py/informesjudiciales/fonts/glyphicons-halflings-regular.eot	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/fonts/glyphicons-halflings-regular.eot	(from https://www.csj.gov.py/informesjudiciales/Content/bootstrap.css)
17:24:52	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2217a14183d65d31:0%22	https://www.csj.gov.py/informesjudiciales/fonts/glyphicons-halflings-regular.eot?	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.csj.gov.py/informesjudiciales/Content/bootstrap.css)
17:24:52	18028/18028	---M--	200	added ('OK')	application/font-woff2	etag:%22713124183d65d31:0%22	https://www.csj.gov.py/informesjudiciales/fonts/glyphicons-halflings-regular.woff2	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/fonts/glyphicons-halflings-regular.woff2	(from https://www.csj.gov.py/informesjudiciales/Content/bootstrap.css)
17:24:52	23424/23424	---M--	200	added ('OK')	font/x-woff	etag:%22414b21183d65d31:0%22	https://www.csj.gov.py/informesjudiciales/fonts/glyphicons-halflings-regular.woff	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/fonts/glyphicons-halflings-regular.woff	(from https://www.csj.gov.py/informesjudiciales/Content/bootstrap.css)
17:24:53	45404/45404	---M--	200	added ('OK')	application/octet-stream	etag:%22f1161e183d65d31:0%22	https://www.csj.gov.py/informesjudiciales/fonts/glyphicons-halflings-regular.ttf	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/fonts/glyphicons-halflings-regular.ttf	(from https://www.csj.gov.py/informesjudiciales/Content/bootstrap.css)
17:24:53	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%22a17118183d65d31:0%22	https://www.csj.gov.py/informesjudiciales/fonts/glyphicons-halflings-regular.svg	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/fonts/glyphicons-halflings-regular.svg	(from https://www.csj.gov.py/informesjudiciales/Content/bootstrap.css)
17:24:53	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22811c9a833d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.eot	(from https://www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/css/font-awesome.css)
17:24:54	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22811c9a833d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/fonts/fontawesome-webfontd41d.eot	(from https://www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/css/font-awesome.css)
17:24:54	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%22b1739f833d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff2	(from https://www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/css/font-awesome.css)
17:24:54	98024/98024	---M--	200	added ('OK')	font/x-woff	etag:%22412d92833d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff	(from https://www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/css/font-awesome.css)
17:24:54	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%224144a3833d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.ttf	(from https://www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/css/font-awesome.css)
17:24:55	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%2221fd8c833d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.svg	(from https://www.csj.gov.py/informesjudiciales/Content/font-awesome-4.7.0/css/font-awesome.css)
17:24:55	109836/109836	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222112ca593d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/fonts/fonts/clip-font.eot	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/fonts/fonts/clip-font.eot	(from https://www.csj.gov.py/informesjudiciales/Content/assets/fonts/style.css)
17:24:55	109836/109836	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222112ca593d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/fonts/fonts/clip-font.eot?	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/fonts/fonts/clip-fontd41d.eot	(from https://www.csj.gov.py/informesjudiciales/Content/assets/fonts/style.css)
17:24:56	109740/109740	---M--	200	added ('OK')	font/x-woff	etag:%229194cd593d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/fonts/fonts/clip-font.woff	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/fonts/fonts/clip-font.woff	(from https://www.csj.gov.py/informesjudiciales/Content/assets/fonts/style.css)
17:24:56	109664/109664	---M--	200	added ('OK')	application/octet-stream	etag:%22d1f4d7593d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/fonts/fonts/clip-font.ttf	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/fonts/fonts/clip-font.ttf	(from https://www.csj.gov.py/informesjudiciales/Content/assets/fonts/style.css)
17:24:57	285280/285280	---M--	200	added ('OK')	image/svg+xml	etag:%22d112d3593d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/fonts/fonts/clip-font.svg	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/fonts/fonts/clip-font.svg	(from https://www.csj.gov.py/informesjudiciales/Content/assets/fonts/style.css)
17:24:57	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202025%2020:24:53%20GMT	https://www.csj.gov.py/informesjudiciales/Content/assets/css/img/social-sprites.png	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/css/img/social-sprites.31.delayed	(from https://www.csj.gov.py/informesjudiciales/Content/assets/css/web/main.css)
17:24:57	1282/1282	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202025%2020:24:54%20GMT	https://www.csj.gov.py/informesjudiciales/Content/assets/css/web/assets/	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/css/web/assets/index.html	(from https://www.csj.gov.py/informesjudiciales/Content/assets/css/web/main.css)
17:24:57	43/43	---M--	200	added ('OK')	image/gif	etag:%2241aae7603d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/gritter/images/ie-spacer.gif	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/plugins/gritter/images/ie-spacer.gif	(from https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/gritter/css/jquery.gritter.css)
17:24:57	1872/1872	---M--	200	added ('OK')	image/png	etag:%22e16cdf603d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/gritter/images/gritter.png	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/plugins/gritter/images/gritter.png	(from https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/gritter/css/jquery.gritter.css)
17:24:58	1873/1873	---M--	200	added ('OK')	image/png	etag:%22217ae2603d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/gritter/images/gritter-light.png	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/plugins/gritter/images/gritter-light.png	(from https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/gritter/css/jquery.gritter.css)
17:24:58	63180/63180	---M--	200	added ('OK')	application/font-woff2	etag:%22c1aac6833d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-300.woff2	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-300.woff2	(from https://www.csj.gov.py/informesjudiciales/Content/portal.css)
17:24:58	97924/97924	---M--	200	added ('OK')	font/x-woff	etag:%22a1478843d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-300.woff	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-300.woff	(from https://www.csj.gov.py/informesjudiciales/Content/portal.css)
17:24:59	61980/61980	---M--	200	added ('OK')	application/font-woff2	etag:%222159d1833d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-regular.woff2	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-regular.woff2	(from https://www.csj.gov.py/informesjudiciales/Content/portal.css)
17:24:59	96116/96116	---M--	200	added ('OK')	font/x-woff	etag:%22815ae3833d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-regular.woff	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-regular.woff	(from https://www.csj.gov.py/informesjudiciales/Content/portal.css)
17:24:59	63736/63736	---M--	200	added ('OK')	application/font-woff2	etag:%22d134f5833d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-600.woff2	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-600.woff2	(from https://www.csj.gov.py/informesjudiciales/Content/portal.css)
17:25:00	98464/98464	---M--	200	added ('OK')	font/x-woff	etag:%229188cd833d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-600.woff	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-600.woff	(from https://www.csj.gov.py/informesjudiciales/Content/portal.css)
17:25:00	63732/63732	---M--	200	added ('OK')	application/font-woff2	etag:%22a17ac1833d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-700.woff2	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-700.woff2	(from https://www.csj.gov.py/informesjudiciales/Content/portal.css)
17:25:00	98780/98780	---M--	200	added ('OK')	font/x-woff	etag:%22a1c6de833d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-700.woff	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-700.woff	(from https://www.csj.gov.py/informesjudiciales/Content/portal.css)
17:25:00	63664/63664	---M--	200	added ('OK')	application/font-woff2	etag:%2214e7833d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-800.woff2	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-800.woff2	(from https://www.csj.gov.py/informesjudiciales/Content/portal.css)
17:25:01	98492/98492	---M--	200	added ('OK')	font/x-woff	etag:%2221e58a843d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-800.woff	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/open-sans/open-sans-v13-latin-ext_cyrillic-ext_greek-ext_latin_greek_cyrillic-800.woff	(from https://www.csj.gov.py/informesjudiciales/Content/portal.css)
17:25:01	101595/101595	---M-Z	200	added ('OK')	text/css	etag:%220c312803d65d31:0%22	https://www.csj.gov.py/informesjudiciales/Content/assets/plugins/bootstrap/css/bootstrap.min.css	C:/Users/donal/OneDrive/Documentos/informesjudiciales/www.csj.gov.py/informesjudiciales/Content/assets/plugins/bootstrap/css/bootstrap.min.css	(from https://www.csj.gov.py/informesjudiciales/Comun/Login.aspx)
